"id","pop","lat","lon","year","sex","age","svl","weight","species"
"AA24446","Royalla",-35.5137522447422,149.170996113328,"2016","","SA",38.8,5.34,"Tympanocryptis lineata"
"AA24503","Tuggeranong",-35.4431024047835,149.032455857095,"2017","F","A",60.8,9.53,"Tympanocryptis lineata"
"AA24126","Tuggeranong",-35.4317846808204,149.034346605305,"2007","M","SA",40.3,5.02,"Tympanocryptis lineata"
"AA24164","Tuggeranong",-35.4453761657609,149.038038981138,"2008","M","SA",46.5,6.62,"Tympanocryptis lineata"
"AA24209","Tuggeranong",-35.438382066914,149.047095987641,"2009","M","A",75.1,10.4,"Tympanocryptis lineata"
"AA24022","Royalla",-35.4808470623355,149.18523150864,"2006","M?",NA,NA,NA,"Tympanocryptis lineata"
"AA24273","Tuggeranong",-35.4423035986405,149.022208829019,"2010","J","",NA,NA,"Tympanocryptis lineata"
"AA24289","Royalla",-35.4966626083216,149.15651900226,"2011","J","J",33.8,4.47,"Tympanocryptis lineata"
"AA24508","Kowen",-35.3455750785682,149.315218953195,"2018","U","J",28.8,3.34,"Tympanocryptis lineata"
"AA24509","Royalla",-35.5101802292454,149.179415168231,"2018","","SA",43.3,5.99,"Tympanocryptis lineata"
"AA24558","Googong",-35.4471492666842,149.230342689871,"2020","M","A",60.8,8.71,"Tympanocryptis lineata"
"AA24510","Kowen",-35.3314540660604,149.345051191364,"2018","U","A",80,7.73,"Tympanocryptis lineata"
"AA24511","Googong",-35.4303205606978,149.227522031724,"2018","","SA",41.4,5.23,"Tympanocryptis lineata"
"AA24512","Royalla",-35.5038091618521,149.164943000233,"2018","","SA",39.9,3.73,"Tympanocryptis lineata"
"AA24447","Kowen",-35.3295510501487,149.328023896446,"2016","u","SA",40.8,5.63,"Tympanocryptis lineata"
"AA24559","Royalla",-35.4920525951072,149.196263483785,"2020","M","A",82.9,9.01,"Tympanocryptis lineata"
"AA24448","Kowen",-35.3386178638354,149.342408887984,"2016","u","J",21.6,3.65,"Tympanocryptis lineata"
"AA24513","Royalla",-35.4922926685311,149.190276989976,"2018","","A",51.3,9.09,"Tympanocryptis lineata"
"AA24560","Royalla",-35.4892861189881,149.172736429691,"2020","F?","SA",39.5,5.37,"Tympanocryptis lineata"
"AA24449","Kowen",-35.3148941329335,149.335687233553,"2016","u","SA",44.4,6.51,"Tympanocryptis lineata"
"AA24514","Kowen",-35.3218879302046,149.327733749856,"2018","U","SA",47.4,6.7,"Tympanocryptis lineata"
"AA24561","Googong",-35.4345077784259,149.209966707581,"2020","M","A",65,9.58,"Tympanocryptis lineata"
"AA24562","Googong",-35.4386688912034,149.226715444723,"2020","M","SA",42.4,5.98,"Tympanocryptis lineata"
"AA24165","Tuggeranong",-35.4362442460895,149.056496647399,"2008","J","J",30.7,4.53,"Tympanocryptis lineata"
"AA24210","Tuggeranong",-35.4474207262869,149.039234120834,"2009","J","J",31.7,3.9,"Tympanocryptis lineata"
"AA24450","Kowen",-35.3133015448294,149.350308825074,"2016","F","A",76.3,9.55,"Tympanocryptis lineata"
"AA24166","Tuggeranong",-35.4248727864491,149.056616420538,"2008","J","J",23.6,2.98,"Tympanocryptis lineata"
"AA24451","Kowen",-35.3302994657493,149.346220535664,"2016","M","A",78.6,10.64,"Tympanocryptis lineata"
"AA24127","Tuggeranong",-35.4699609336923,149.039998097787,"2007","M","SA",46.3,6.37,"Tympanocryptis lineata"
"AA24167","Kowen",-35.3385680126321,149.337807626971,"2008",NA,"J",32.3,3.99,"Tympanocryptis lineata"
"AA24563","Googong",-35.4353892415765,149.205869199595,"2020","M","A",84.6,10.24,"Tympanocryptis lineata"
"AA24211","Tuggeranong",-35.4360417902266,149.064938871093,"2009","M","SA",38.4,5.56,"Tympanocryptis lineata"
"AA24023","Tuggeranong",-35.4490896937555,149.037421708082,"2006","M","SA",47.7,5.45,"Tympanocryptis lineata"
"AA24274","Kowen",-35.3308339619187,149.342638193615,"2010","M?","SA",45.8,5.94,"Tympanocryptis lineata"
"AA24024","Tuggeranong",-35.437819040468,149.046895567773,"2006","M","A",77.8,8.98,"Tympanocryptis lineata"
"AA24452","Kowen",-35.3284762523777,149.331447600787,"2016","M","A",57.9,7.99,"Tympanocryptis lineata"
"AA24344","Kowen",-35.3156914455627,149.331174514968,"2013","M","J",21.3,3.87,"Tympanocryptis lineata"
"AA24168","Tuggeranong",-35.4289449604046,149.052781274117,"2008","J","SA",46.9,5.75,"Tympanocryptis lineata"
"AA24128","Tuggeranong",-35.431293737425,149.060693020439,"2007","J","J",34.4,4.53,"Tympanocryptis lineata"
"AA24169","Tuggeranong",-35.4433458922471,149.040826526199,"2008","J","J",25.9,4.74,"Tympanocryptis lineata"
"AA24170","Tuggeranong",-35.4399230972387,149.035176271322,"2008","J","J",26.1,4.71,"Tympanocryptis lineata"
"AA24129","Kowen",-35.3145672440759,149.352527003458,"2007","M","A",69.7,8.89,"Tympanocryptis lineata"
"AA24171","Tuggeranong",-35.4464273319662,149.043381392938,"2008","F","A",64.1,9.59,"Tympanocryptis lineata"
"AA24212","Kowen",-35.3275314489161,149.331342948881,"2009","M","SA",43.3,5.65,"Tympanocryptis lineata"
"AA24453","Kowen",-35.3330041647275,149.329446516284,"2016","M","SA",43.1,5.38,"Tympanocryptis lineata"
"AA24454","Kowen",-35.325308525175,149.351291084324,"2016","u","J",20.1,2.22,"Tympanocryptis lineata"
"AA24213","Kowen",-35.3228180387687,149.349163709603,"2009","M",NA,NA,NA,"Tympanocryptis lineata"
"AA24275","Kowen",-35.3341123645417,149.33376720751,"2010",NA,"J",20.2,3.74,"Tympanocryptis lineata"
"AA24455","Kowen",-35.3253754875521,149.329058290989,"2016","u","J",36.4,4.03,"Tympanocryptis lineata"
"AA24172","Tuggeranong",-35.4446523489046,149.065903797105,"2008","J","J",22.6,3.47,"Tympanocryptis lineata"
"AA24276","Tuggeranong",-35.4331681118737,149.037122530098,"2010","J","",NA,NA,"Tympanocryptis lineata"
"AA24214","Tuggeranong",-35.4436830362554,149.05015691508,"2009","J","J",34.2,4.05,"Tympanocryptis lineata"
"AA24173","Tuggeranong",-35.4385969993866,149.04981953364,"2008","J","J",24.9,3.12,"Tympanocryptis lineata"
"AA24564","Googong",-35.4291656710655,149.238203489098,"2020","M?","SA",44.4,4.68,"Tympanocryptis lineata"
"AA24174","Tuggeranong",-35.4397653677754,149.029014801985,"2008","J","J",35,5.36,"Tympanocryptis lineata"
"AA24175","Kowen",-35.3230426033658,149.319395797837,"2008",NA,"J",34.8,4.6,"Tympanocryptis lineata"
"AA24215","Kowen",-35.3260709053063,149.316519234251,"2009","F","SA",46.6,6.02,"Tympanocryptis lineata"
"AA24025","Tuggeranong",-35.4419529480666,149.044752986413,"2006","M","A",51.7,8.8,"Tympanocryptis lineata"
"AA24130","Tuggeranong",-35.4538291643494,149.04234939344,"2007","J","SA",38.6,5.83,"Tympanocryptis lineata"
"AA24216","Kowen",-35.3283614037054,149.346445971171,"2009","M","SA",42.4,5.52,"Tympanocryptis lineata"
"AA24217","Kowen",-35.3237971400621,149.340655973376,"2009","M","SA",44.3,6.27,"Tympanocryptis lineata"
"AA24176","Tuggeranong",-35.4424626054999,149.038806915769,"2008","J","J",29.1,4.36,"Tympanocryptis lineata"
"AA24218","Tuggeranong",-35.4358771348935,149.049725064063,"2009","M","A",80.5,8.3,"Tympanocryptis lineata"
"AA24026","Tuggeranong",-35.4672200487557,149.052780976252,"2006","M","SA",44.5,6.45,"Tympanocryptis lineata"
"AA24456","Kowen",-35.3281292484455,149.339386161838,"2016","F","A",67.4,8.32,"Tympanocryptis lineata"
"AA24219","Tuggeranong",-35.4564921162226,149.050205480014,"2009","M","A",55.6,9.05,"Tympanocryptis lineata"
"AA24177","Tuggeranong",-35.4346341013176,149.044440880095,"2008","J","SA",42.8,6.63,"Tympanocryptis lineata"
"AA24220","Kowen",-35.3232801988198,149.331001541547,"2009","M","A",73.1,9.32,"Tympanocryptis lineata"
"AA24345","Kowen",-35.3165559992874,149.334738276108,"2013","M","SA",38.6,5.46,"Tympanocryptis lineata"
"AA24131","Tuggeranong",-35.4294479542324,149.040704318154,"2007","J","J",32.2,3.66,"Tympanocryptis lineata"
"AA24565","Googong",-35.43420075399,149.247886702066,"2020","F","A",77.8,9.77,"Tympanocryptis lineata"
"AA24178","Tuggeranong",-35.4343811101815,149.057643923754,"2008","M","SA",38.2,6.6,"Tympanocryptis lineata"
"AA24277","Kowen",-35.3421785145706,149.334660920377,"2010",NA,"J",33.9,4.75,"Tympanocryptis lineata"
"AA24515","Googong",-35.4257489064233,149.22022182418,"2018","","A",65.9,8.65,"Tympanocryptis lineata"
"AA24179","Tuggeranong",-35.4310100517218,149.040579176751,"2008","F","SA",46.9,6.26,"Tympanocryptis lineata"
"AA24027","Tuggeranong",-35.4485137405193,149.063217020573,"2006","M","A",54.6,7.93,"Tympanocryptis lineata"
"AA24516","Googong",-35.4505532985238,149.242069321847,"2018","","SA",47.4,5.52,"Tympanocryptis lineata"
"AA24457","Kowen",-35.3356740959516,149.335087164586,"2016","M","A",64.9,9.38,"Tympanocryptis lineata"
"AA24221","Kowen",-35.357997459695,149.345967103607,"2009","F","A",54.6,8.79,"Tympanocryptis lineata"
"AA24458","Kowen",-35.3388766134529,149.35161704361,"2016","u","J",33.7,3.36,"Tympanocryptis lineata"
"AA24028","Tuggeranong",-35.4377517849055,149.063984942414,"2006","F?","SA",40.8,6.58,"Tympanocryptis lineata"
"AA24029","Tuggeranong",-35.4330574178134,149.056977299259,"2006","F?","SA",38.6,5.91,"Tympanocryptis lineata"
"AA24030","Tuggeranong",-35.4515698419872,149.046801937084,"2006","F?","A",78,9.57,"Tympanocryptis lineata"
"AA24180","Tuggeranong",-35.4498871970999,149.059046165804,"2008","J","J",28.7,4.33,"Tympanocryptis lineata"
"AA24459","Tuggeranong",-35.4457525441998,149.041542147193,"2016","M","A",63.1,7.7,"Tympanocryptis lineata"
"AA24222","Kowen",-35.3253108365699,149.338191974601,"2009","J","J",29.1,3.57,"Tympanocryptis lineata"
"AA24517","Googong",-35.4542476236894,149.223838643234,"2018","M","SA",41.3,4.55,"Tympanocryptis lineata"
"AA24031","Tuggeranong",-35.4451797939244,149.029050830337,"2006","F?","A",80.3,9.33,"Tympanocryptis lineata"
"AA24032","Tuggeranong",-35.4287410127033,149.044264773665,"2006","F?","A",74.3,9.32,"Tympanocryptis lineata"
"AA24566","Googong",-35.4425770980679,149.225199583489,"2020","F","SA",40.4,6.14,"Tympanocryptis lineata"
"AA24460","Kowen",-35.3412153890096,149.345802334895,"2016","u","SA",47.1,6.41,"Tympanocryptis lineata"
"AA24278","Tuggeranong",-35.4660450820562,149.036417072629,"2010","M","",NA,NA,"Tympanocryptis lineata"
"AA24132","Tuggeranong",-35.4494721410987,149.032650106536,"2007","M","A",56.2,8.77,"Tympanocryptis lineata"
"AA24033","Tuggeranong",-35.4277455638217,149.054466360134,"2006","M","SA",39.3,4.45,"Tympanocryptis lineata"
"AA24133","Kowen",-35.3216846604393,149.31861194579,"2007","F","A",48.8,7.66,"Tympanocryptis lineata"
"AA24034","Tuggeranong",-35.4311353754107,149.049287377611,"2006","M","A",60.8,8.66,"Tympanocryptis lineata"
"AA24223","Tuggeranong",-35.4303934894005,149.051016831609,"2009","M","A",50.3,8.38,"Tympanocryptis lineata"
"AA24461","Kowen",-35.327623390319,149.322819229102,"2016","M","A",84.8,10.03,"Tympanocryptis lineata"
"AA24224","Kowen",-35.3225268139239,149.334612945309,"2009","J","J",21.2,3.62,"Tympanocryptis lineata"
"AA24462","Tuggeranong",-35.437752825847,149.048713692363,"2016","M","A",80.8,8.62,"Tympanocryptis lineata"
"AA24346","Kowen",-35.3284626549679,149.337185381094,"2013","M","SA",41.7,6.3,"Tympanocryptis lineata"
"AA24347","Kowen",-35.3196764507134,149.33003297126,"2013","U","J",23.9,4.55,"Tympanocryptis lineata"
"AA24225","Tuggeranong",-35.4265292482194,149.035861275987,"2009","J","J",27,2.57,"Tympanocryptis lineata"
"AA24226","Kowen",-35.331352618314,149.355728790025,"2009","F","A",62.3,8.53,"Tympanocryptis lineata"
"AA24227","Tuggeranong",-35.4474046785456,149.044542518262,"2009","J","J",29.3,2.88,"Tympanocryptis lineata"
"AA24463","Kowen",-35.3360488503407,149.334319882691,"2016","M","A",59.3,9.05,"Tympanocryptis lineata"
"AA24567","Googong",-35.4458516339596,149.227061696295,"2020","","SA",38.8,5.53,"Tympanocryptis lineata"
"AA24228","Tuggeranong",-35.4512158681636,149.057282884283,"2009","M","A",56,8.19,"Tympanocryptis lineata"
"AA24181","Tuggeranong",-35.4345920180742,149.033273694,"2008","M","SA",47.2,6.46,"Tympanocryptis lineata"
"AA24279","Tuggeranong",-35.4567784153532,149.039616752087,"2010","M","",NA,NA,"Tympanocryptis lineata"
"AA24229","Tuggeranong",-35.4262887723998,149.04236343357,"2009","F","SA",44.5,5.79,"Tympanocryptis lineata"
"AA24464","Kowen",-35.329387828402,149.339216216376,"2016","u","J",37.2,3.92,"Tympanocryptis lineata"
"AA24465","Kowen",-35.3287963123337,149.35497387459,"2016","u","J",36.6,4.35,"Tympanocryptis lineata"
"AA24230","Tuggeranong",-35.4340878304019,149.04440224852,"2009","M","SA",38.9,6.03,"Tympanocryptis lineata"
"AA24466","Kowen",-35.3178871269243,149.327707065918,"2016","u","J",32.2,3.18,"Tympanocryptis lineata"
"AA24035","Tuggeranong",-35.438738956101,149.045584157073,"2006","M","SA",44.3,6.02,"Tympanocryptis lineata"
"AA24231","Tuggeranong",-35.4311675471768,149.048417611937,"2009","F","A",49.3,8.33,"Tympanocryptis lineata"
"AA24348","Kowen",-35.3267425223162,149.335238251859,"2013","U","J",20.8,4.3,"Tympanocryptis lineata"
"AA24290","Tuggeranong",-35.4491577783649,149.023647948697,"2011","J","",NA,NA,"Tympanocryptis lineata"
"AA24036","Tuggeranong",-35.429436546927,149.043760284636,"2006","M","SA",45.1,6.21,"Tympanocryptis lineata"
"AA24518","Googong",-35.4249820633913,149.228364341088,"2018","","J",20.8,3.14,"Tympanocryptis lineata"
"AA24037","Tuggeranong",-35.4554636050425,149.031597201571,"2006","M?","SA",41.4,5.59,"Tympanocryptis lineata"
"AA24467","Kowen",-35.3428361015593,149.345962256276,"2016","u","J",22,4.05,"Tympanocryptis lineata"
"AA24038","Tuggeranong",-35.4464272501311,149.046526264219,"2006","F?","A",48.4,8.28,"Tympanocryptis lineata"
"AA24134","Tuggeranong",-35.4526174461049,149.02993818807,"2007","M","A",51.6,8.02,"Tympanocryptis lineata"
"AA24135","Tuggeranong",-35.4386058811626,149.063373299162,"2007","M","A",74.4,9.89,"Tympanocryptis lineata"
"AA24136","Tuggeranong",-35.4414527073832,149.042987948659,"2007","F","SA",41.8,4.39,"Tympanocryptis lineata"
"AA24039","Tuggeranong",-35.4445170918723,149.044843814897,"2006","F?","A",84.3,8.8,"Tympanocryptis lineata"
"AA24468","Kowen",-35.3332022428737,149.318933998407,"2016","u","J",23.1,4.02,"Tympanocryptis lineata"
"AA24232","Kowen",-35.3337350964792,149.326344189013,"2009","F","A",51.8,9,"Tympanocryptis lineata"
"AA24040","Tuggeranong",-35.4276506444542,149.035557108718,"2006","M","A",61.4,8.24,"Tympanocryptis lineata"
"AA24041","Tuggeranong",-35.435752888088,149.044567037188,"2006","F","A",60,7.59,"Tympanocryptis lineata"
"AA24042","Tuggeranong",-35.4277044738505,149.058004998127,"2006","F","SA",46.1,5.98,"Tympanocryptis lineata"
"AA24568","Googong",-35.4462483766964,149.230736379851,"2020","M","A",71.9,7.91,"Tympanocryptis lineata"
"AA24043","Tuggeranong",-35.4418052902193,149.045862440087,"2006","F","A",76.5,9.55,"Tympanocryptis lineata"
"AA24137","Tuggeranong",-35.4270773614,149.051235536778,"2007","J","J",23.2,3.82,"Tympanocryptis lineata"
"AA24138","Tuggeranong",-35.4372542871054,149.073213900916,"2007","J","J",30.4,3.74,"Tympanocryptis lineata"
"AA24233","Tuggeranong",-35.4408481184488,149.038062541121,"2009","F","A",62.2,9.11,"Tympanocryptis lineata"
"AA24044","Tuggeranong",-35.4463034994659,149.046610584831,"2006","F","A",64.1,7.08,"Tympanocryptis lineata"
"AA24469","Kowen",-35.3346072980895,149.335685204483,"2016","u","J",34.4,3.81,"Tympanocryptis lineata"
"AA24470","Kowen",-35.3214052202418,149.330591635819,"2016","u","J",37.1,4.92,"Tympanocryptis lineata"
"AA24519","Googong",-35.4265929362792,149.221313903674,"2018","","SA",46.1,6.69,"Tympanocryptis lineata"
"AA24520","Googong",-35.4294395373092,149.219102433552,"2018","","A",82.3,10.64,"Tympanocryptis lineata"
"AA24521","Googong",-35.4326041798738,149.220245636069,"2018","","SA",38.4,4.8,"Tympanocryptis lineata"
"AA24471","Kowen",-35.3340833601199,149.337386640397,"2016","u","A",71.5,8.47,"Tympanocryptis lineata"
"AA24569","Googong",-35.444079057535,149.220466257924,"2020","M","A",64.4,8.33,"Tympanocryptis lineata"
"AA24139","Kowen",-35.3337353930976,149.334287455352,"2007","F","A",83.2,10.37,"Tympanocryptis lineata"
"AA24140","Tuggeranong",-35.4503533950227,149.038862375624,"2007","J","J",30.2,3.81,"Tympanocryptis lineata"
"AA24234","Tuggeranong",-35.4397009382733,149.048123707628,"2009","F","A",50.5,7.61,"Tympanocryptis lineata"
"AA24570","Googong",-35.4423328604796,149.223196757958,"2020","M","A",60.3,8.59,"Tympanocryptis lineata"
"AA24472","Kowen",-35.3036725566685,149.333979318585,"2016","u","SA",48,5.82,"Tympanocryptis lineata"
"AA24473","Tuggeranong",-35.4471715122924,149.062165544899,"2016","M","A",81.1,9.79,"Tympanocryptis lineata"
"AA24474","Kowen",-35.330471609091,149.326049611709,"2016","u","J",29,3.25,"Tympanocryptis lineata"
"AA24045","Tuggeranong",-35.4377103304069,149.038722407784,"2006","F","A",56.9,8.82,"Tympanocryptis lineata"
"AA24522","Googong",-35.4309340740939,149.235594860163,"2018","","SA",46.5,5.33,"Tympanocryptis lineata"
"AA24571","Googong",-35.4229869932981,149.245705565302,"2020","F","A",59.9,8.11,"Tympanocryptis lineata"
"AA24572","Googong",-35.4436434824488,149.23255972689,"2020","M","A",53.8,8.67,"Tympanocryptis lineata"
"AA24280","Kowen",-35.3153017492174,149.336322727143,"2010",NA,"J",36.1,3.86,"Tympanocryptis lineata"
"AA24141","Tuggeranong",-35.4297032400877,149.03970536392,"2007","F","A",51.7,9.36,"Tympanocryptis lineata"
"AA24182","Tuggeranong",-35.424649706751,149.048163094866,"2008","J","J",34.1,4,"Tympanocryptis lineata"
"AA24523","Googong",-35.4351193172213,149.231188141353,"2018","","SA",41.1,6.44,"Tympanocryptis lineata"
"AA24475","Kowen",-35.3280589579043,149.335526054836,"2016","M","A",80.4,8.9,"Tympanocryptis lineata"
"AA24281","Tuggeranong",-35.4257596525976,149.057817872167,"2010","J","",NA,NA,"Tympanocryptis lineata"
"AA24476","Tuggeranong",-35.4396156585915,149.051477743375,"2016","M","SA",46.3,6.14,"Tympanocryptis lineata"
"AA24524","Googong",-35.4451933496308,149.219574275759,"2018","","J",35.3,3.57,"Tympanocryptis lineata"
"AA24525","Googong",-35.4484852569792,149.228693334178,"2018","","SA",38.5,4.33,"Tympanocryptis lineata"
"AA24046","Tuggeranong",-35.4587763314302,149.040811644608,"2006","M","A",59.1,8.15,"Tympanocryptis lineata"
"AA24477","Kowen",-35.3395061894816,149.345971168198,"2016","M","A",55.9,8.88,"Tympanocryptis lineata"
"AA24142","Kowen",-35.349912339002,149.32968833274,"2007","F?","SA",45.4,6.55,"Tympanocryptis lineata"
"AA24282","Kowen",-35.3321033790388,149.339390739849,"2010",NA,"J",34.6,3.98,"Tympanocryptis lineata"
"AA24235","Tuggeranong",-35.4408228702984,149.070409783448,"2009","J","J",30.8,4.69,"Tympanocryptis lineata"
"AA24236","Tuggeranong",-35.447328931474,149.046700339608,"2009","M","A",51.9,7.08,"Tympanocryptis lineata"
"AA24047","Tuggeranong",-35.433102391967,149.041809061048,"2006","M","A",66.2,9.37,"Tympanocryptis lineata"
"AA24478","Kowen",-35.3213820914364,149.340061636572,"2016","u","J",28.6,3.49,"Tympanocryptis lineata"
"AA24237","Kowen",-35.3251669868522,149.337903574013,"2009","F","A",52.3,8.87,"Tympanocryptis lineata"
"AA24479","Tuggeranong",-35.4601605193712,149.046573114627,"2016","F","A",69.7,7.77,"Tympanocryptis lineata"
"AA24526","Googong",-35.4396748289024,149.224556210371,"2018","","A",82.5,10.84,"Tympanocryptis lineata"
"AA24527","Googong",-35.4348889879863,149.210417753759,"2018","","A",55.2,8.83,"Tympanocryptis lineata"
"AA24480","Kowen",-35.3458836634056,149.35948427227,"2016","u","J",37.3,6.26,"Tympanocryptis lineata"
"AA24048","Tuggeranong",-35.4421363654392,149.039749265017,"2006","M?","A",68.8,10.11,"Tympanocryptis lineata"
"AA24143","Kowen",-35.3185615310739,149.333968933185,"2007","F","A",78,9.6,"Tympanocryptis lineata"
"AA24183","Kowen",-35.3324754531528,149.325242691086,"2008",NA,"J",23.1,5.05,"Tympanocryptis lineata"
"AA24283","Kowen",-35.3401420884765,149.341893665851,"2010",NA,"J",21.7,4.6,"Tympanocryptis lineata"
"AA24184","Tuggeranong",-35.4538021006048,149.043148309468,"2008","F","SA",41.8,4.92,"Tympanocryptis lineata"
"AA24049","Tuggeranong",-35.4391487618775,149.036619953002,"2006","M","SA",41,5.27,"Tympanocryptis lineata"
"AA24297","Tuggeranong",-35.4456390643471,149.040975024331,"2012","F","",NA,NA,"Tympanocryptis lineata"
"AA24291","Tuggeranong",-35.433865458893,149.028624585379,"2011","M","",NA,NA,"Tympanocryptis lineata"
"AA24528","Googong",-35.4643338828004,149.227818425469,"2018","M","SA",43.4,5.4,"Tympanocryptis lineata"
"AA24050","Tuggeranong",-35.4463699373799,149.034556360544,"2006","M","SA",46.2,6.73,"Tympanocryptis lineata"
"AA24051","Tuggeranong",-35.4431935939645,149.040243420245,"2006",NA,"A",79.3,10.28,"Tympanocryptis lineata"
"AA24573","Googong",-35.4405398209338,149.229963745161,"2020","F","A",78.6,9.26,"Tympanocryptis lineata"
"AA24144","Kowen",-35.3296407571511,149.333744573299,"2007","F","A",49,8.76,"Tympanocryptis lineata"
"AA24145","Kowen",-35.3271053625483,149.34393038011,"2007",NA,"J",20.5,2.85,"Tympanocryptis lineata"
"AA24146","Tuggeranong",-35.4362265730904,149.033186100505,"2007","J","J",35.6,4.53,"Tympanocryptis lineata"
"AA24238","Tuggeranong",-35.4550345018433,149.044074958618,"2009","M","A",54.2,8.94,"Tympanocryptis lineata"
"AA24529","Googong",-35.4297981244765,149.245271469261,"2018","M","SA",43.5,5.58,"Tympanocryptis lineata"
"AA24239","Tuggeranong",-35.4424245336734,149.031727673315,"2009","J","",NA,NA,"Tympanocryptis lineata"
"AA24481","Kowen",-35.3396654698435,149.328938600389,"2016","M","A",74.3,10.25,"Tympanocryptis lineata"
"AA24530","Googong",-35.4463525502827,149.229812825865,"2018","","A",49.7,8.21,"Tympanocryptis lineata"
"AA24052","Tuggeranong",-35.4372365253606,149.036981346394,"2006","M?","A",58.3,8.03,"Tympanocryptis lineata"
"AA24053","Tuggeranong",-35.4277799516263,149.036248174762,"2006","F","A",71.1,10.83,"Tympanocryptis lineata"
"AA24054","Tuggeranong",-35.4476505166982,149.057770554495,"2006","F","A",56.4,6.6,"Tympanocryptis lineata"
"AA24147","Tuggeranong",-35.436481880611,149.052389840762,"2007","J","J",34.4,3.76,"Tympanocryptis lineata"
"AA24240","Tuggeranong",-35.4261064823239,149.037622870347,"2009","J","J",25.4,4.33,"Tympanocryptis lineata"
"AA24148","Tuggeranong",-35.4435164819247,149.053495379416,"2007","J","J",33.1,4.39,"Tympanocryptis lineata"
"AA24241","Tuggeranong",-35.4319101136949,149.061666870458,"2009","J","J",31.3,3.89,"Tympanocryptis lineata"
"AA24482","Kowen",-35.3257055919816,149.337670398403,"2016","F","A",78.3,10.36,"Tympanocryptis lineata"
"AA24483","Kowen",-35.3424912707242,149.327665453665,"2016","U","J",20.7,3.87,"Tympanocryptis lineata"
"AA24581","Googong",-35.4459540285331,149.213479781239,"2021",NA,"J",26.3,3.65,"Tympanocryptis lineata"
"AA24582","Googong",-35.4425171740982,149.230760369377,"2021",NA,"SA",43,6.45,"Tympanocryptis lineata"
"AA24484","Royalla",-35.5135092251142,149.187693349087,"2016","U",NA,NA,NA,"Tympanocryptis lineata"
"AA24485","Royalla",-35.5031907655258,149.17618080328,"2016","U",NA,NA,NA,"Tympanocryptis lineata"
"AA24486","Kowen",-35.3225529723671,149.347561070425,"2016","u","J",31.5,4.81,"Tympanocryptis lineata"
"AA24583","Googong",-35.4423645146619,149.2264585148,"2021","M","SA",44.4,6.23,"Tympanocryptis lineata"
"AA24584","Googong",-35.4203866264056,149.231042180134,"2021","U","J",26.3,4.66,"Tympanocryptis lineata"
"AA24585","Royalla",-35.4961102286648,149.168673910217,"2021","U","A",81.3,9.45,"Tympanocryptis lineata"
"AA24617","Unknown",NA,NA,"unknown",NA,NA,NA,NA,"Tympanocryptis lineata"
"AA24487","Royalla",-35.4915278954526,149.185750742581,"2016","U",NA,NA,NA,"Tympanocryptis lineata"
"AA24488","Royalla",-35.5014544963142,149.172333090247,"2016","U","J",24.6,4.77,"Tympanocryptis lineata"
"AA24586","Googong",-35.4383244458878,149.243081787229,"2021","F","A",73.5,9.72,"Tympanocryptis lineata"
"AA24587","Googong",-35.4332315153259,149.228123172036,"2021","U","J",22.4,3.94,"Tympanocryptis lineata"
"AA24489","Royalla",-35.5173229153742,149.188425129486,"2016","U","SA",47.7,6.16,"Tympanocryptis lineata"
"AA24588","Googong",-35.4299566273418,149.244129085964,"2021","M","A",76.7,10.8,"Tympanocryptis lineata"
"AA24589","Googong",-35.4411292578546,149.236265237072,"2021","U","J",27.3,3.24,"Tympanocryptis lineata"
"AA24490","Royalla",-35.5179360328839,149.190000958546,"2016","U",NA,NA,NA,"Tympanocryptis lineata"
"AA24491","Royalla",-35.5055000893557,149.163519916488,"2016","U",NA,NA,NA,"Tympanocryptis lineata"
"AA24531","Kowen",-35.332251944396,149.325282781407,"2018","U","J",37.2,5.08,"Tympanocryptis lineata"
"AA24590","Googong",-35.4403124887998,149.233549074981,"2021","M","A",56.1,8.47,"Tympanocryptis lineata"
"AA24492","Royalla",-35.5114236039291,149.186645839652,"2016","U",NA,NA,NA,"Tympanocryptis lineata"
"AA24493","Kowen",-35.3143427753214,149.322798458397,"2016","U","J",26.5,3.11,"Tympanocryptis lineata"
"AA24494","Royalla",-35.5170856268387,149.177734299883,"2016","U",NA,NA,NA,"Tympanocryptis lineata"
"AA24574","Royalla",-35.4977197126063,149.170420587221,"2020","M","A",53,8.66,"Tympanocryptis lineata"
"AA24591","Googong",-35.4355210244663,149.225204951695,"2021",NA,"A",57.4,8.02,"Tympanocryptis lineata"
"AA24495","Kowen",-35.3346950080362,149.338402450626,"2016","u","SA",47.3,6.59,"Tympanocryptis lineata"
"AA24496","Royalla",-35.5072738906186,149.189210469718,"2016","U",NA,NA,NA,"Tympanocryptis lineata"
"AA24592","Googong",-35.4231011663404,149.238592452617,"2021",NA,"J",20.7,3.81,"Tympanocryptis lineata"
"AA24593","Googong",-35.4400902167816,149.221348363847,"2021",NA,"A",71.2,9.27,"Tympanocryptis lineata"
"AA24497","Kowen",-35.3094271017066,149.344896799262,"2016","U","J",30.8,4.37,"Tympanocryptis lineata"
"AA24498","Royalla",-35.4974783828348,149.164906944513,"2016","U",NA,NA,NA,"Tympanocryptis lineata"
"AA24594","Googong",-35.4387385663518,149.239254877671,"2021","M","A",67.3,9.38,"Tympanocryptis lineata"
